Tiempo,,Velocidad,,R,,T,
1,55552238808608,8,90289248465432,25153,93,10317,51
1,55652985077267,9,9113719816041,24986,25,10317,51
1,55753731345925,9,28189719982397,24818,57,10508,55
1,55854477614584,9,4751555112602,24818,57,10381,19
1,55955223883242,9,67089493172514,24734,73,10349,35
1,56055970151901,9,86909803964632,24986,25,10317,51
1,56156716420559,10,697471941735,24818,57,10795,11
1,56257462689217,10,2728245367488,24818,57,10572,23
1,56358208957876,10,478311992696,24902,41,10572,23
1,56458955226534,10,6861912728295,24734,73,10476,71
1,56559701495193,10,896443875082,25405,45,10444,87
1,56660447763851,11,1090510861513,25153,93,10221,99
1,5676119403251,11,3239939831657,25321,61,10540,39
1,56861940301168,11,5412534353685,25153,93,10444,87
1,56962686569826,11,7608101058203,25153,93,10444,87
1,57063432838485,11,9826444531204,25237,77,10476,71
1,57164179107143,12,2067367331463,25405,45,10285,67
1,57264925375802,12,4330670008103,24986,25,10540,39
1,5736567164446,12,6616151118351,24986,25,10444,87
1,57466417913119,12,8923607245467,24818,57,10444,87
1,57567164181777,13,1252833016851,24734,73,10317,51
1,57667910450435,13,3603621122317,24986,25,10381,19
1,57768656719094,13,5975762332548,24902,41,10890,63
1,57869402987752,13,8369045517718,24818,57,10572,23
1,57970149256411,14,783257666281,24902,41,10508,55
1,58070895525069,14,3218183903934,25070,9,10572,23
1,58171641793727,14,5673607512736,24147,85,10572,23
1,58272388062386,14,8149309950404,24902,41,10667,75
1,58373134331044,15,645070869758,24902,41,10444,87
1,58473880599703,15,3160668138332,24986,25,10635,91
1,58574626868361,15,5695877858153,24902,41,10540,39
1,5867537313702,15,8250474385659,25070,9,10635,91
1,58776119405678,16,824230351789,24734,73,10444,87
1,58876865674336,16,3416916682216,24986,25,10604,7
1,58977611942995,16,6028302617737,24986,25,10349,35
1,59078358211653,16,865815573481,25153,93,10381,19
1,59179104480312,17,1306241966243,24483,21,10731,43
1,5927985074897,17,3972325622027,24734,73,10413,3
1,59380597017629,17,6656169410308,24315,53,10476,71
1,59481343286287,17,9357534458516,24567,5,10604,7
1,59582089554945,18,2076180334616,24650,89,10667,75
1,59682835823604,18,4811865068514,24818,57,10699,59
1,59783582092262,18,7564345173591,24567,5,10699,59
1,59884328360921,19,333375668373,24483,21,10699,59
1,59985074629579,19,3118710098341,24902,41,10604,7
1,60085820898238,19,5920100557856,24567,5,10572,23
1,60186567166896,19,8737297712234,24818,57,10826,95
1,60287313435554,20,1570050819932,24986,25,10604,7
1,60388059704213,20,4418107754867,24567,5,10604,7
1,60488805972871,20,7281215028855,24567,5,10635,91
1,6058955224153,21,159117814173,23980,17,10572,23
1,60690298510188,21,3051559966242,24650,89,10826,95
1,60791044778847,21,5958284046418,24483,21,10635,91
1,60891791047505,21,8879031344914,24483,21,10699,59
1,60992537316163,22,181354190382,24818,57,10572,23
1,61093283584822,22,4761554540243,24399,37,10763,27
1,6119402985348,22,772280686955,24064,1,10635,91
1,61294776122139,23,697035328727,24483,21,10731,43
1,61395522390797,23,3683975199832,24064,1,10444,87
1,61496268659456,23,6683360633557,23728,65,10604,7
1,61597014928114,23,9694924672892,24147,85,10699,59
1,61697761196772,24,2718399276882,24147,85,10572,23
1,61798507465431,24,5753515344487,24064,1,10604,7
1,61899253734089,24,880000273853,24483,21,10763,27
1,62000000002748,25,1857590309742,24315,53,10349,35
1,62100746271406,25,4926005920895,24315,53,10572,23
1,62201492540064,25,8004976471022,23644,81,10826,95
1,62302238808723,26,1094227919728,24231,69,10731,43
1,62402985077381,26,4193485311575,24483,21,10699,59
1,6250373134604,26,7302472800558,25405,45,10731,43
1,62604477614698,27,420913674656,24567,5,10604,7
1,62705223883357,27,354853038046,24315,53,10508,55
1,62805970152015,27,6685044547875,24399,37,10444,87
1,62906716420673,27,9830177014897,24315,53,10667,75
1,63007462689332,28,2983647852461,24567,5,10699,59
1,6310820895799,28,6145176389354,24567,5,10572,23
1,63208955226649,28,9314481237196,24315,53,10508,55
1,63309701495307,29,2491280315484,24399,37,10476,71
1,63410447763966,29,5675290876704,23980,17,10476,71
1,63511194032624,29,8866229531484,23896,33,10444,87
1,63611940301282,30,2063812273832,23896,33,10763,27
1,63712686569941,30,5267754506401,24231,69,10699,59
1,63813432838599,30,8477771065828,23812,49,10572,23
1,63914179107258,31,169357624811,24483,21,10540,39
1,64014925375916,31,4914883834034,24650,89,10699,59
1,64115671644575,31,8141407114651,24231,69,10508,55
1,64216417913233,32,1372858916795,23812,49,10635,91
1,64317164181891,32,4608951628643,24650,89,10795,11
1,6441791045055,32,7849397225313,24147,85,10795,11
1,64518656719208,33,1093907294498,24399,37,10731,43
1,64619402987867,33,4342193062138,24399,37,10699,59
1,64720149256525,33,7593965418122,23896,33,10540,39
1,64820895525184,34,848934942018,24064,1,10635,91
1,64921641793842,34,4106811928834,24064,1,10476,71
1,650223880625,34,73673064148,24231,69,10667,75
1,65123134331159,35,630128203182,24315,53,10858,79
1,65223880599817,35,3894986890104,23560,97,10540,39
1,65324626868476,35,7161591890402,23896,33,10635,91
1,65425373137134,36,429652463479,24567,5,10604,7
1,65526119405793,36,3698877739189,23896,33,10540,39
1,65626865674451,36,6968976743722,24147,85,10667,75
1,65727611943109,37,239658425502,23980,17,10795,11
1,65828358211768,37,3510631681095,24818,57,10795,11
1,65929104480426,37,6781605381111,23896,33,10604,7
1,66029850749085,38,52288396127,24147,85,10699,59
1,66130597017743,38,3322389622586,24231,69,10508,55
1,66231343286402,38,6591618008716,24315,53,10826,95
1,6633208955506,38,9859682580431,24650,89,10413,3
1,66432835823718,39,3126292467227,24483,21,10285,67
1,66533582092377,39,6391156928075,23980,17,10731,43
1,66634328361035,39,9653985377293,24231,69,10922,47
1,66735074629694,40,2914487410415,24231,69,10731,43
1,66835820898352,40,6172372830034,23980,17,10667,75
1,6693656716701,40,942735167163,25153,93,10699,59
1,67037313435669,41,2679134229383,24399,37,10826,95
1,67138059704327,41,5927431081952,25070,9,10572,23
1,67238805972986,41,9171953118239,24734,73,10540,39
1,67339552241644,42,2412411563118,25405,45,10604,7
1,67440298510303,42,5648518003141,24399,37,10604,7
1,67541044778961,42,8879984412201,24902,41,10572,23
1,67641791047619,43,2106523177177,24734,73,10572,23
1,67742537316278,43,5327847123524,25153,93,10572,23
1,67843283584936,43,8543669540838,25321,61,10444,87
1,67944029853595,44,1753704208372,25070,9,10413,3
1,68044776122253,44,495766542051,24986,25,11049,83
1,68145522390912,44,81552680122,25070,9,10635,91
1,6824626865957,45,134622738433,24986,25,10572,23
1,68347014928228,45,453025952906,25740,81,10285,67
1,68447761196887,45,7707081055103,25824,65,10476,71
1,68548507465545,46,876409212942,25321,61,10763,27
1,68649253734204,46,4037961920002,25153,93,10604,7
1,68750000002862,46,7191457785749,25153,93,10572,23
1,68850746271521,47,336616136746,25908,49,10604,7
1,68951492540179,47,3473157041621,25573,13,10476,71
1,69052238808837,47,6600801335993,25321,61,10572,23
1,69152985077496,47,971927064731,25321,61,10444,87
1,69253731346154,48,2828287419633,25656,97,10381,19
1,69354477614813,48,5927574938333,25656,97,10190,15
1,69455223883471,48,9016857354725,25824,65,10190,15
1,6955597015213,49,2095859710614,25908,49,10540,39
1,69656716420788,49,5164307962774,25070,9,10317,51
1,69757462689446,49,8221929007334,25573,13,10253,83
1,69858208958105,50,1268450704086,26160,1,10190,15
1,69958955226763,50,4303601900707,25740,81,10253,83
1,70059701495422,50,7327112456896,25489,29,10221,99
1,7016044776408,51,33871326841,26160,1,10062,79
1,70261194032738,51,3338136291023,26495,37,10126,47
1,70361940301397,51,6325114564378,26327,69,10126,47
1,70462686570055,51,9299382235751,26998,41,9935,43
1,70563432838714,52,2260674583709,26495,37,9871,75
1,70664179107372,52,5208728041675,25656,97,9999,11
1,70764925376031,52,8143280221385,26579,21,9808,7
1,70865671644689,53,1064069936241,26663,5,9744,39
1,70966417913347,53,3970837224557,26243,85,9999,11
1,71067164182006,53,6863323372699,26411,53,10094,63
1,71167910450664,53,9741270938111,26579,21,9871,75
1,71268656719323,54,2604423772225,27082,25,9808,7
1,71369402987981,54,5452527043264,27082,25,9744,39
1,7147014925664,54,828532725892,26830,73,9617,3
1,71570895525298,55,1102572288918,26830,73,9808,7
1,71671641793956,55,3904011387453,26998,41,9521,51
1,71772388062615,55,668939521551,27166,9,9553,35
1,71873134331273,55,9458475863058,26579,21,9648,87
1,71973880599932,56,2211006871111,26746,89,9585,19
1,7207462686859,56,4946743253665,26663,5,9680,71
1,72175373137249,56,7665441519503,26914,57,9553,35
1,72276119405907,57,36685969387,27082,25,9521,51
1,72376865674565,57,3050757340003,27166,9,9585,19
1,72477611943224,57,5716895580535,26914,57,9680,71
1,72578358211882,57,8365037118758,26663,5,9744,39
1,72679104480541,58,994946259738,26830,73,9521,51
1,72779850749199,58,3606388931296,27501,45,9585,19
1,72880597017858,58,6199132704842,27333,77,9457,83
1,72981343286516,58,8772946816061,27249,93,9394,15
1,73082089555174,59,1327602185449,27166,9,9330,47
1,73182835823833,59,3862871438707,27082,25,9298,63
1,73283582092491,59,6378528926978,26830,73,9425,99
1,7338432836115,59,8874350746925,26998,41,9489,67
1,73485074629808,60,1350114760664,27417,61,9362,31
1,73585820898467,60,3805600615535,26998,41,9203,11
1,73686567167125,60,6240589763713,26830,73,9234,95
1,73787313435783,60,865486548166,26830,73,9234,95
1,73888059704442,61,1048212889412,27082,25,9457,83
1,739888059731,61,3420418969709,27166,9,9203,11
1,74089552241759,61,5771272586951,26998,41,9330,47
1,74190298510417,61,810056450599,28004,49,9394,15
1,74291044779076,62,408087410754,27585,29,9139,43
1,74391791047734,62,2693635922697,27333,77,9203,11
1,74492537316392,62,4957006619082,27082,25,9298,63
1,74593283585051,62,719799805108,26998,41,9171,27
1,74694029853709,62,9416410761709,27333,77,9171,27
1,74794776122368,63,1612047303577,27166,9,9362,31
1,74895522391026,63,3784712256464,26914,57,9298,63
1,74996268659684,63,5934212244707,26914,57,9234,95
1,75097014928343,63,8060355954419,26998,41,9394,15
1,75197761197001,64,162954150509,26914,57,8948,39
1,7529850746566,64,2241819693532,26830,73,9139,43
1,75399253734318,64,429676755634,26663,5,9425,99
1,75500000002977,64,6327614840553,26830,73,9234,95
1,75600746271635,64,8334180792835,27082,25,9203,11
1,75701492540293,65,316286820985,27501,45,9107,59
1,75802238808952,65,227375650983,27082,25,9298,63
1,7590298507761,65,4206415636927,27166,9,8980,23
1,76003731346269,65,611409218807,27166,9,9171,27
1,76104477614927,65,7996616372601,27417,61,9075,75
1,76205223883586,65,9853820638518,27585,29,9012,7
1,76305970152244,66,1685539687393,27333,77,9139,43
1,76406716420902,66,3491610489082,27166,9,8980,23
1,76507462689561,66,5271872296234,27417,61,9171,27
1,76608208958219,66,7026166658598,27166,9,8980,23
1,76708955226878,66,875433743713,26830,73,9171,27
1,76809701495536,67,456230817886,27585,29,9330,47
1,76910447764195,67,213169532571,27166,9,9139,43
1,77011194032853,67,3780581837722,26998,41,9139,43
1,77111940301511,67,5402743596588,27501,45,8980,23
1,7721268657017,67,6998036223578,27082,25,8916,55
1,77313432838828,67,8566317731422,26830,73,9171,27
1,77414179107487,68,107448536945,26663,5,8980,23
1,77514925376145,68,162129147349,26579,21,9203,11
1,77615671644804,68,3107711803126,27082,25,9075,75
1,77716417913462,68,4566577228643,26998,41,8884,71
1,7781716418212,68,5997757905323,27166,9,9075,75
1,77917910450779,68,74011264525,27166,9,9012,7
1,78018656719437,68,8776557964896,28256,1,9075,75
1,78119402988096,69,123930023738,27249,93,9107,59
1,78220149256754,69,1443122707652,27166,9,9203,11
1,78320895525413,69,2734018603342,27333,77,9234,95
1,78421641794071,69,3996502816034,27333,77,9107,59
1,78522388062729,69,5230462979705,26998,41,8980,23
1,78623134331388,69,6435789267085,27836,81,8821,3
1,78723880600046,69,7612374399429,27836,81,9075,75
1,78824626868705,69,8760113656069,26998,41,9075,75
1,78925373137363,69,9878904883729,26914,57,9012,7
1,79026119406021,70,968648505625,27333,77,9075,75
1,7912686567468,70,202924753032,27249,93,8884,71
1,79227611943338,70,3060607560362,27082,25,9171,27
1,79328358211997,70,4062636800682,26998,41,8980,23
1,79429104480655,70,5035246066767,26914,57,8821,3
1,79529850749314,70,5978348792596,28172,17,8852,87
1,79630597017972,70,6891861038345,27166,9,8916,55
1,7973134328663,70,7775701497859,27166,9,8980,23
1,79832089555289,70,8629791505886,26998,41,8948,39
1,79932835823947,70,9454055045083,26579,21,9139,43
1,80033582092606,71,248418752778,26914,57,9107,59
1,80134328361264,71,10128119275,27752,97,8916,55
1,80235074629923,71,1747166535272,27333,77,9012,7
1,80335820898581,71,2451417215668,27501,45,8948,39
1,80436567167239,71,312550128763,27501,45,8948,39
1,80537313435898,71,3769358755042,27249,93,8916,55
1,80638059704556,71,4382932312079,26998,41,8916,55
1,80738805973215,71,4966167348298,26830,73,9234,95
1,80839552241873,71,5519011953505,27249,93,8980,23
1,80940298510532,71,6041416922371,27082,25,8852,87
1,8104104477919,71,6533335758816,27249,93,8661,83
1,81141791047848,71,6994724680143,26914,57,8438,95
1,81242537316507,71,7425542620938,26830,73,9043,91
1,81343283585165,71,7825751236721,26495,37,8980,23
1,81444029853824,71,8195314907365,26495,37,8948,39
1,81544776122482,71,8534200740259,26998,41,8916,55
1,81645522391141,71,8842378573243,27836,81,8884,71
1,81746268659799,71,9119820977285,27333,77,8948,39
1,81847014928457,71,936650325893,27166,9,8852,87
1,81947761197116,71,9582403462491,26998,41,8948,39
1,82048507465774,71,9767502372007,27166,9,8852,87
1,82149253734433,71,9921783512954,27082,25,8438,95
1,82250000003091,72,45233153706,27082,25,9107,59
1,8235074627175,72,137840306766,26830,73,8789,19
1,82451492540408,72,199596729733,26663,5,9012,7
1,82552238809066,72,230496926046,26746,89,8852,87
1,82652985077725,72,230538145467,27082,25,8948,39
1,82753731346383,72,199720384326,27333,77,8948,39
1,82854477615042,72,138046385526,27501,45,8852,87
1,829552238837,72,45521638292,26914,57,8789,19
1,83055970152358,71,9922154377687,27249,93,8916,55
1,83156716421017,71,9767955583882,27249,93,8916,55
1,83257462689675,71,9582938981168,26914,57,8852,87
1,83358208958334,71,9367121036747,27082,25,8916,55
1,83458955226992,71,9120520959257,27333,77,8789,19
1,83559701495651,71,8843160697068,27249,93,8821,3
1,83660447764309,71,8535064936326,26914,57,8916,55
1,83761194032967,71,8196261098756,26830,73,8980,23
1,83861940301626,71,7826779339223,26495,37,8948,39
1,83962686570284,71,7426652543044,27333,77,8821,3
1,84063432838943,71,6995916323067,27249,93,8661,83
1,84164179107601,71,6534609016497,26998,41,8757,35
1,8426492537626,71,6042771681483,27082,25,9075,75
1,84365671644918,71,552044809347,27249,93,8948,39
1,84466417913576,71,4967684741294,26327,69,8661,83
1,84567164182235,71,4384530823052,27082,25,8789,19
1,84667910450893,71,3771038241719,26914,57,8693,67
1,84768656719552,71,3127261600528,27333,77,8980,23
1,8486940298821,71,2453258198115,27249,93,8948,39
1,84970149256869,71,1749088023411,26998,41,8916,55
1,85070895525527,71,1014813750312,26830,73,8821,3
1,85171641794185,71,250500732094,27082,25,8852,87
1,85272388062844,70,9456216995598,27166,9,8757,35
1,85373134331502,70,8632033235177,26830,73,8629,99
1,85473880600161,70,7778022806404,27249,93,8789,19
1,85574626868819,70,6894261719539,26579,21,8757,35
1,85675373137478,70,5980828632768,26914,57,8757,35
1,85776119406136,70,5037804845202,26914,57,8980,23
1,85876865674794,70,4065274289639,26914,57,8789,19
1,85977611943453,70,3063323525094,26746,89,8852,87
1,86078358212111,70,2032041729096,27585,29,8725,51
1,8617910448077,70,97152068975,27249,93,8661,83
1,86279850749428,69,9881854797567,27249,93,8916,55
1,86380597018087,69,8763141037066,27249,93,8693,67
1,86481343286745,69,7615478978138,27249,93,8884,71
1,86582089555403,69,6438970767185,27082,25,8884,71
1,86682835824062,69,523372111803,27333,77,8852,87
1,8678358209272,69,3999837302597,27249,93,8821,3
1,86884328361379,69,2737429141361,27082,25,8884,71
1,86985074630037,69,1446608993576,27166,9,8661,83
1,87085820898695,69,127491747272,26998,41,8789,19
1,87186567167354,68,8780194809036,27417,61,8789,19
1,87287313436012,68,7404838093551,26998,41,9139,43
1,87388059704671,68,6001544012934,27166,9,8821,3
1,87488805973329,68,4570437465836,26914,57,8884,71
1,87589552241988,68,3111645826325,27836,81,8852,87
1,87690298510646,68,1625298932551,27501,45,8821,3
1,87791044779304,68,111529075189,26998,41,8852,87
1,87891791047963,67,8570470985666,27249,93,8884,71
1,87992537316621,67,7002261824165,26830,73,8916,55
1,8809328358528,67,5407041167423,27752,97,8916,55
1,88194029853938,67,3784950996306,27501,45,8948,39
1,88294776122597,67,2136135683169,27333,77,8438,95
1,88395522391255,67,460741979011,26830,73,9107,59
1,88496268659913,66,8758919000412,27166,9,8725,51
1,88597014928572,66,7030818216258,26495,37,8693,67
1,8869776119723,66,5276593434265,27836,81,8789,19
1,88798507465889,66,3496400787286,27249,93,8852,87
1,88899253734547,66,1690398719414,27082,25,8821,3
1,89000000003206,65,9858747971882,26830,73,8884,71
1,89100746271864,65,8001611568757,27333,77,8693,67
1,89201492540522,65,6119154802427,27501,45,8757,35
1,89302238809181,65,4211545218892,27166,9,8789,19
1,89402985077839,65,2278952602849,26998,41,8693,67
1,89503731346498,65,321548962587,27333,77,8884,71
1,89604477615156,64,8339508514668,27166,9,8757,35
1,89705223883815,64,6333007668429,27166,9,8789,19
1,89805970152473,64,4302225010277,26830,73,8757,35
1,89906716421131,64,2247341287794,27166,9,8884,71
1,9000746268979,64,168539393653,27082,25,8948,39
1,90108208958448,63,8066004349337,26914,57,8661,83
1,90208955227107,63,5939923288671,27249,93,8789,19
1,90309701495765,63,3790485441166,27585,29,9012,7
1,90410447764424,63,1617882115183,26998,41,9012,7
1,90511194033082,62,9422306680897,26746,89,8916,55
1,9061194030174,62,7203954553091,27166,9,8884,71
1,90712686570399,62,4963023173763,27752,97,8789,19
